Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/31/2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Location and feel of the hotel,7,3,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",490 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/27/2016,7.7,Hotel Arena, United Kingdom , Restaurant was expensive,4,1403,No Positive,0,6,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",494 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,3/13/2016,7.7,Hotel Arena, United Kingdom , Construction No hotel extras for amount you spend a night,11,1403, Comfortable bed Good television channels Nice bar and restaurant Polite staff,12,1,6.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",508 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,03-03-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Management impersonal and unhelpful when we asked for help,10,1,2.9,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",518 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,03-02-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, IT was my birthday they made it special by upgrading us to a m ch nicer duplex room,19,1,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",519 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/29/2016,7.7,Hotel Arena, France ,No Negative,0,1403, Staff very nice and helpful Excellent food Very clean American breakfast buffet,13,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",521 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/27/2016,7.7,Hotel Arena, United Kingdom , Construction work to rear of building Loud noise from 7am ,12,1403, Bed was comfy shower was good ,8,1,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",523 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,2/16/2016,7.7,Hotel Arena, United Kingdom , A little far from the centre but trams frequent,10,1403, Bed was so comfortable Staff we very helpful Had a nice stay at this hotel,16,3,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",534 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,02-02-2016,7.7,Hotel Arena, United Kingdom , Bath wasn t clean Very average breakfast Hotel looked very run down for a 4 star,17,1403, Nice room design,4,4,6.3,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",548 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,02-02-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Everything was brilliant,4,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",548 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/22/2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Excellent staff and clean comfortable room Would stay again ,11,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ']",559 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,1/19/2016,7.7,Hotel Arena, United Kingdom , Noisy corridor when other guests passing by ,9,1403, Really nice hotel and room and staff,8,1,8.8,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",562 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,01-12-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Everything was perfect From the staff to the hotel it was all brilliant Can t wait to stay again ,21,3,10,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",569 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,01-12-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Fantastic staff that could not have been more helpful friendly and professional,13,1,9.6,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",569 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,01-08-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Great service stunning hotel despite being under construction Lovely restaurant and a quiet surrounding ,16,2,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",573 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,01-03-2016,7.7,Hotel Arena, United Kingdom , Costs around 15 euro to get to the city center in a taxi,14,1403,No Positive,0,1,5.4,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",578 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,01-03-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Good staff very helpful Free WIFI Nice hotel,9,3,9.2,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ']",578 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,01-03-2016,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, All very good Staff were very helpful ,9,1,10,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",578 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/31/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, The facilities were amazing Great food and the staff were so friendly,13,4,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",581 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/30/2015,7.7,Hotel Arena, United States of America ,No Negative,0,1403, location and staff,4,3,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ']",582 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12/15/2015,7.7,Hotel Arena, United Kingdom , Room building worrk,4,1403,No Positive,0,1,4.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",597 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,12-03-2015,7.7,Hotel Arena, United Kingdom , See through toilet wall into lounge area in rooms ,11,1403, Lovely rooms food helpful reception staff Pleasant stroll into town centre,12,1,7.5,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",609 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/29/2015,7.7,Hotel Arena, Netherlands ,No Negative,0,1403, The room the building the little details in and around the hotel were very nice Staff was friendly ,20,10,7.5,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",613 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/29/2015,7.7,Hotel Arena, United Kingdom , Very Cold room very noise of both traffic and other guests ,13,1403, Location helpful staff ,5,2,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",613 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/19/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Extremely nice rooms friendly staff close to the tram links,11,1,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",623 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/17/2015,7.7,Hotel Arena, Netherlands , bit noisy dark hallways,5,1403, nice room with bedside on a loft and the nice gesture for a free drink due to renovation of the premises ,23,43,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 1 night ']",625 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11/14/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Staff were very helpful They even organised a little surprise on my birthday Room was great very spacious with huge bed ,23,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",628 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11-12-2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, beautiful building good location comfortable bed great out door area,11,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",630 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,11-03-2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, The overall hotel was fine would love to return when the building work is complete,16,2,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",639 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/29/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Would have liked double beds,6,1,8.3,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",644 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/27/2015,7.7,Hotel Arena, United Kingdom , The staff at the restaurant should be more attentive,10,1403, Friendly and helpful staff,5,4,9.6,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 2 nights ']",646 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/20/2015,7.7,Hotel Arena, United States of America ,No Negative,0,1403, The staff was very friendly and helpful Loved the old charm of the architecture Rooms were clean Bar had a great courtyard,23,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",653 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10/13/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Very nice hotel clean and stylish and very helpful staff ,12,1,9.6,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",660 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,10-05-2015,7.7,Hotel Arena, Germany ,Die Raumaufteilung war nicht durchdacht,8,1403,Sehr nette Bar und Restaurant. Das Personal ist nett und hilfsbereit.,12,6,8.3,"[' Business trip ', ' Solo traveler ', ' Duplex Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",668 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,09-09-2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, lovely hotel with well kept stylish rooms,8,1,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",694 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,09-06-2015,7.7,Hotel Arena, United Kingdom , slightly out of the city walkable and had an easy tram ride ,14,1403, Lots of charm Nice rooms and the best bed ever ,12,1,8.8,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 2 nights ']",697 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,09-06-2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Staff were incredibly polite and willing to help at all times Hotel is in a very good location and facilities are brilliant,23,1,10,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",697 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/30/2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, The room was beautiful and staff were extremely helpful ,11,1,9.6,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",704 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/27/2015,7.7,Hotel Arena, United Kingdom , A little far from centre breakfast is quite expensive,10,1403, We loved our room especially the huge comfy bed ,11,2,7.9,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",707 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/26/2015,7.7,Hotel Arena, United Kingdom , The shower didnt have a door so the floor got wet,12,1403, The room was so luxurious very comfy bed and modern decor Hotel had character ,16,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",708 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/25/2015,7.7,Hotel Arena, United Kingdom , The hotel was situated a little too far out of town ,13,1403, Lovely room taseful decor and artwork around the hotel Friendly and helpful staff ,15,7,8.3,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 4 nights ']",709 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,8/17/2015,7.7,Hotel Arena, United Kingdom , Expensive to get to from the train station airport,10,1403, Lovely location helpful staff The bikes available for rent were of excellent quality ,15,7,8.8,"[' Leisure trip ', ' Couple ', ' Large King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",717 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,08-09-2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, Room was bright and airy and staff were most welcoming ,12,6,8.8,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",725 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,08-04-2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, The staff were so friendly and very helpful ,10,1,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",730 day,52.3605759,4.9159683
 s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands,194,08-04-2015,7.7,Hotel Arena, United Kingdom ,No Negative,0,1403, The hotel is amazing beautiful old building and the rooms are very modern ,15,1,9.2,"[' Leisure trip ', ' Group ', ' Duplex Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",730 day,52.3605759,4.9159683
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,08-02-2017,8.5,K K Hotel George, United States of America , No coffee or tea in the room or lobby No one to help with our bags from Tax into the Hotel No handicapped access At 80 years old it was very difficult for me to lug two large suit cases up the 12 oursidestairs and then up into the lobby ,52,1831,No Positive,0,1,7.1,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ']",1 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,7/20/2017,8.5,K K Hotel George, United States of America , Room was pretty small for the three of us ,11,1831, The staff was very friendly and helpful in organizing our daytime activities Hotel located in a quiet area but very close to subway and restaurants ,27,3,9.2,"[' Leisure trip ', ' Family with young children ', ' Executive King Room ', ' Stayed 6 nights ']",14 days,51.4918878,-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom,244,7/18/2017,8.5,K K Hotel George, United States of America , Only cab service to airport is expensive compared to others 48 pounds plus tip ,16,1831, Super location on Division underground line direct to Heathrow and central London Older facility but very accommodating staff Good breakfast many restaurant stores 1 2 block away Bathroom was tiny with no fan or ventilation so it got warmish Quite comfy but small rooms Beautiful garden in back Overall a great value for London Would stay here again ,60,1,8.3,"[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 6 nights ']",16 days,51.4918878,-0.1949706
